"","burglaries","population","unemployment","wealth"
"378",1,965,0.0274442538593482,0.0529348234795409
"379",2,1852,0.0167151162790698,2.04368644242057
"380",1,1408,0.0753564154786151,0.244353248377717
"381",0,2124,0.0946335833814195,2.58922895338037
"382",0,1002,0.195876288659794,0.340062460826805
"383",0,1387,0.0755208333333333,-0.234192813867723
"384",2,2357,0.083100948131623,2.63708355960491
"385",2,1982,0.0537634408602151,2.44566513470674
"386",0,745,0.126829268292683,-0.387327553786264
"387",0,768,0.0348189415041783,0.282636933357352
"388",0,1530,0.135050741608119,1.98626091495112
"389",2,1610,0.117367168913561,1.26844182158296
"390",5,1363,0.209710743801653,0.943030499256059
"391",1,1041,0.145936981757877,-0.042774388969547
"392",4,1054,0.140661938534279,-0.0332034677246382
"393",2,955,0.246998284734134,-0.100199916439
"394",3,979,0.241813602015113,-0.138483601418635
"395",2,2076,0.205258693808312,1.28758366407278
"396",5,1757,0.179296346414073,0.426200752030984
"397",2,1055,0.187301587301587,-0.100199916439
"398",2,1295,0.0998877665544332,0.646331940663886
"399",2,733,0.121019108280255,-0.444753081255716
"400",0,401,0.12,-1.44012889072623
"401",1,1291,0.0734406438631791,1.18230353037878
"402",1,1260,0.15959595959596,0.722899310623156
"403",0,1216,0.204225352112676,0.627190098174068
"404",1,1439,0.196634189548273,0.962172341745876
"405",1,690,0.194980694980695,-0.205480050132997
"406",1,1132,0.134345794392523,0.21564048464299
"407",4,1105,0.0994550408719346,0.0912185084591761
"408",3,914,0.131170662905501,-0.0619162314593646
"409",1,538,0.188372093023256,-1.27742322956278
"410",1,858,0.226960110041265,-0.042774388969547
"411",2,1228,0.0362400906002265,1.60342406515477
"412",3,662,0.127314814814815,-0.722309797358071
"413",2,539,0.210023866348449,-1.18171401711369
"414",3,896,0.0717185385656292,-0.119341758928817
"415",1,1161,0.172020725388601,0.158214957173538
"416",1,1141,0.0736342042755344,0.579335491949524
"417",3,623,0.144602851323829,-1.36356152076696
"418",1,709,0.0346385542168675,-0.885015458521521
"419",2,930,0.0869565217391304,-0.645742427398801
"420",1,1744,0.0716009654062751,1.69913327760385
"421",2,1103,0.130247578040904,-0.291618341337176
"422",2,1730,0.202020202020202,1.87140986001221
"423",2,859,0.161993769470405,-0.463894923745534
"424",1,1974,0.136834830684174,1.67999143511404
"425",2,1211,0.0784913353720693,-0.167196365153361
"426",1,562,0.151376146788991,-1.23913954458315
"427",3,1391,0.123142250530786,0.703757468133339
"428",3,880,0.107049608355091,-0.282047420092267
"429",2,832,0.246947082767978,0.206069563398082
"430",2,1873,0.045822102425876,2.69450908707437
"431",0,948,0.146036161335188,-0.148054522663544
"432",0,694,0.108514190317195,-0.358614790051537
"433",2,833,0.158682634730539,-0.588316899929348
"434",3,1074,0.17625458996328,-0.243763735112632
"435",2,649,0.0857142857142857,-0.741451639847889
"436",1,1539,0.320325203252033,1.02916879046024
"437",1,1650,0.0963455149501661,0.569764570704616
"438",0,1141,0.115961800818554,0.37834614580644
"439",0,1430,0.0342205323193916,0.971743262990785
"440",0,1463,0.00657354149548069,0.847321286806971
"441",0,861,0.0807635829662261,-0.128912680173726
"442",1,745,0.11353032659409,-0.33947294756172
"443",0,791,0.211370262390671,0.0625057447244497
"444",0,1053,0.155666251556663,0.273066012112443
"445",0,1145,0.110036275695284,0.282636933357352
"446",1,1138,0.0513392857142857,0.0146511384999057
"447",0,1914,0.157079646017699,1.82355525378767
"448",1,1108,0.0414572864321608,0.69418654688843
"449",0,742,0.0300157977883096,0.148644035928629
"450",1,1034,0.193370165745856,0.368775224561531
"451",4,1535,0.222967309304275,1.18230353037878
"452",1,908,0.0594405594405594,-0.349043868806628
"453",1,1127,0.051440329218107,0.608048255684251
"454",2,650,0.170283806343907,-0.483036766235351
"455",0,1312,0.0738377392889699,0.923888656766241
"456",4,771,0.0947030497592295,-0.454324002500625
"457",0,810,0.132290184921764,-0.521320451214987
"458",0,977,0.0869033047735618,-0.301189262582084
"459",0,707,0.114285714285714,-0.875444537276612
"460",0,1100,0.00992282249173098,-0.0810580739491822
"461",2,1633,0.0316742081447964,0.866463129296788
"462",2,700,0.0969387755102041,-0.454324002500625
"463",1,1207,0.0810810810810811,-0.435182160010808
"464",0,1567,0.108399138549892,1.60342406515477
"465",0,1088,0.208480565371025,0.263495090867534
"466",2,874,0.112852664576803,-0.502178608725169
"467",0,1023,0.114699331848552,0.818608523072244
"468",1,792,0.0254110612855007,-0.0714871527042734
"469",3,1026,0.277852348993289,-0.387327553786264
"470",2,1304,0.129207383279045,1.07702339668478
"471",0,490,0.144329896907216,-1.28699415080769
"472",0,690,0,-0.664884269888619
"473",2,1469,0.149689991142604,0.952601420500967
"474",0,1269,0.0799220272904483,1.48857301021586
"475",2,1158,0.0918866080156403,0.435771673275893
"476",0,602,0.0371134020618557,-0.904157301011338
"477",1,1137,0.0900243309002433,0.0625057447244497
"478",0,765,0.24804992199688,-0.530891372459895
"479",0,2379,0.0974683544303798,2.82850198450309
"480",1,2746,0.0807392996108949,4.42684583240286
"481",0,924,0.0992462311557789,-0.425611238765899
"482",1,1242,0.147787610619469,0.981314184235694
"483",2,907,0.027363184079602,-0.262905577602449
"484",3,1742,0.0984042553191489,2.4073814497271
"485",0,942,0.224719101123595,-0.25333465635754
"486",1,1185,0.0854054054054054,-0.0619162314593646
"487",1,1501,0.0848,2.06282828491039
"488",2,370,0.0901408450704225,-1.48798349695077
"489",0,779,0.162929745889387,-0.932870064746065
"490",1,1261,0.141557128412538,1.57471130142004
"491",2,1400,0.0464912280701754,1.00045602672551
"492",0,682,0.0553359683794466,-0.444753081255716
"493",1,1606,0.12737799834574,1.05788155419496
"494",1,1290,0.0660276890308839,0.69418654688843
"495",0,1534,0.165182987141444,1.23015813660332
